metric,value
test_accuracy,0.7774160676272086
test_f1_macro,0.5053144196690886
test_f1_weighted,0.7219800611326765
f1_DDoS,0.8604549896012221
f1_DoS,0.2078523390657516
f1_Mirai,0.9941203757269919
f1_Benign,0.7276245623256721
f1_Recon,0.6752939555392247
f1_Spoofing,0.3842179068987593
f1_Web,0.0
f1_BruteForce,0.19295122819508723
